物品/地点,类型,等级,备注,X坐标,Y坐标,链接标识
"Sulfur Cluster","硫磺矿簇","","","-593","-403",""
"Sulfur Cluster","硫磺矿簇","","","-743","-444",""
"Sulfur Cluster","硫磺矿簇","","","-739","-339",""
"Sulfur Cluster","硫磺矿簇","","","-596","-518",""
"原油","原油","","","-1306","-1773",""
"原油","原油","","","-1445","-1666",""
"原油","原油","","","-1594","-1589",""
"原油","原油","","","-1185","-1706",""
"原油","原油","","","-1583","-1558",""
"原油","原油","","","-1332","-1611",""
"原油","原油","","","-1260","-1618",""
"原油","原油","","","-1228","-1583",""
"原油","原油","","","-1141","-1597",""
"原油","原油","","","-1264","-1515",""
"原油","原油","","","-1192","-1554",""
"原油","原油","","","-1323","-1471",""
"原油","原油","","","-1168","-1497",""
"原油","原油","","","-1170","-1452",""
"原油","原油","","","-1211","-1419",""
"原油","原油","","","-986","-1491",""
"原油","原油","","","-1071","-1433",""
"原油","原油","","","-949","-1471",""
"原油","原油","","","-1565","-1256",""
"原油","原油","","","-1240","-1346",""
"原油","原油","","","-1063","-1401",""
"原油","原油","","","-1557","-1226",""
"原油","原油","","","-1324","-1288",""
"原油","原油","","","-1265","-1275",""
"原油","原油","","","-1170","-1302",""
"原油","原油","","","-1319","-1226",""
"原油","原油","","","-1167","-1267",""
"原油","原油","","","-1060","-1289",""
"原油","原油","","","-878","-1351",""
"原油","原油","","","-1341","-1186",""
"原油","原油","","","-1184","-1230",""
"原油","原油","","","-1330","-1136",""
"原油","原油","","","-1228","-1176",""
"原油","原油","","","-1140","-1225",""
"原油","原油","","","-1022","-1240",""
"原油","原油","","","-1291","-1132",""
"原油","原油","","","-1236","-1144",""
"原油","原油","","","-949","-1247",""
"原油","原油","","","-851","-1258",""
"原油","原油","","","-1315","-1091",""
"原油","原油","","","-924","-1199",""
"原油","原油","","","-1088","-1122",""
"原油","原油","","","-887","-1163",""
"原油","原油","","","-737","-1220",""
"原油","原油","","","-1369","-1011",""
"原油","原油","","","-1140","-1063",""
"原油","原油","","","-1006","-1107",""
"原油","原油","","","-794","-1173",""
"原油","原油","","","-1067","-1060",""
"原油","原油","","","-941","-1096",""
"原油","原油","","","-1203","-976",""
"原油","原油","","","-1059","-1029",""
"原油","原油","","","-1059","-1006",""
"原油","原油","","","-1228","-924",""
"原油","原油","","","-1019","-965",""
"原油","原油","","","-919","-993",""
"原油","原油","","","-1156","-898",""
"原油","原油","","","-1103","-897",""
"原油","原油","","","-747","-1015",""
"原油","原油","","","-928","-930",""
"原油","原油","","","-707","-994",""
"原油","原油","","","-1213","-815",""
"原油","原油","","","-1075","-854",""
"原油","原油","","","-715","-941",""
"原油","原油","","","-792","-926",""
"原油","原油","","","401","-467",""
"原油","原油","","","394","-466",""
"原油","原油","","","399","-463",""
"原油","原油","","","900","193",""
"原油","原油","","","903","195",""
"原油","原油","","","898","197",""
"原油","原油","","","918","188",""
"原油","原油","","","922","192",""
"原油","原油","","","919","197",""
"原油","原油","","","400","-487",""
"原油","原油","","","407","-487",""
"原油","原油","","","408","-481",""
"原油","原油","","","181","247",""
"原油","原油","","","212","236",""
"原油","原油","","","166","298",""
"原油","原油","","","236","343",""
"原油","原油","","","231","330",""
"原油","原油","","","252","286",""
"原油","原油","","","293","242",""
"原油","原油","","","293","238",""
"原油","原油","","","303","287",""
"原油","原油","","","279","412",""
"原油","原油","","","281","415",""
"原油","原油","","","321","474",""
"原油","原油","","","316","487",""
"原油","原油","","","344","488",""
"原油","原油","","","419","501",""
"原油","原油","","","412","518",""
"原油","原油","","","392","518",""
"原油","原油","","","390","495",""
"原油","原油","","","288","620",""
"原油","原油","","","288","608",""
"原油","原油","","","281","630",""
"原油","原油","","","332","614",""
"原油","原油","","","329","581",""
"原油","原油","","","379","693",""
"原油","原油","","","409","694",""
"原油","原油","","","437","650",""
"原油","原油","","","531","571",""
"原油","原油","","","488","544",""
"原油","原油","","","492","479",""
"原油","原油","","","514","416",""
"原油","原油","","","539","249",""
"原油","原油","","","589","221",""
"原油","原油","","","506","127",""
"原油","原油","","","588","155",""
"原油","原油","","","638","158",""
"原油","原油","","","639","151",""
"原油","原油","","","746","185",""
"原油","原油","","","688","184",""
"原油","原油","","","351","193",""
"原油","原油","","","95","422",""
"原油","原油","","","143","415",""
"原油","原油","","","-336","279",""
"原油","原油","","","-370","331",""
"原油","原油","","","-391","352",""
"原油","原油","","","-406","363",""
"原油","原油","","","-414","395",""
"原油","原油","","","-353","451",""
"原油","原油","","","-241","559",""
"原油","原油","","","-214","629",""
"原油","原油","","","-65","287",""
"原油","原油","","","75","352",""
"原油","原油","","","46","312",""
"原油","原油","","","-493","-655",""
"原油","原油","","","-472","-401",""
"原油","原油","","","-467","-414",""
"原油","原油","","","-491","-381",""
"原油","原油","","","-521","-448",""
"原油","原油","","","-499","-222",""
"原油","原油","","","-607","-207",""
"原油","原油","","","-562","-200",""
"原油","原油","","","-617","-280",""
"原油","原油","","","-652","-240",""
"原油","原油","","","-686","-212",""
"原油","原油","","","-824","-392",""
"原油","原油","","","-821","-406",""
"原油","原油","","","-835","-408",""
"原油","原油","","","-844","-389",""
"原油","原油","","","-840","-393",""
"原油","原油","","","-856","-449",""
"原油","原油","","","-858","-454",""
"原油","原油","","","-856","-460",""
"原油","原油","","","-771","-636",""
"原油","原油","","","-764","-661",""
"原油","原油","","","-746","-677",""
"原油","原油","","","-790","-658",""
"原油","原油","","","-794","-634",""
"原油","原油","","","-718","-700",""
"原油","原油","","","-711","-732",""
"原油","原油","","","-661","-754",""
"原油","原油","","","-658","-730",""
"原油","原油","","","-625","-753",""
"原油","原油","","","-604","-722",""
"原油","原油","","","-697","-667",""
"原油","原油","","","-375","-672",""
"原油","原油","","","-371","-670",""
"原油","原油","","","-322","-534",""
"原油","原油","","","-749","157",""
"原油","原油","","","-672","80",""
"原油","原油","","","-512","171",""
"原油","原油","","","-438","169",""
"原油","原油","","","-431","161",""
"原油","原油","","","-522","294",""
"原油","原油","","","-655","324",""
"原油","原油","","","-645","271",""
"原油","原油","","","-583","247",""
"原油","原油","","","-495","107",""
"原油","原油","","","-493","107",""
"原油","原油","","","-587","245",""
"原油","原油","","","-644","270",""
"原油","原油","","","-657","322",""
"原油","原油","","","-522","299",""
"原油","原油","","","-512","179",""
"原油","原油","","","-543","243",""
"原油","原油","","","-542","244",""
"原油","原油","","","-556","187",""
"原油","原油","","","-557","195",""
"原油","原油","","","-373","125",""
"原油","原油","","","-376","126",""
"翠叶鼠雕像","翠叶鼠雕像","","","250","-523",""
"翠叶鼠雕像","翠叶鼠雕像","","","-1336","-1523",""
"翠叶鼠雕像","翠叶鼠雕像","","","-1223","-1750",""
"翠叶鼠雕像","翠叶鼠雕像","","","-1412","-1464",""
"翠叶鼠雕像","翠叶鼠雕像","","","-136","130",""
"翠叶鼠雕像","翠叶鼠雕像","","","-270","408",""
"翠叶鼠雕像","翠叶鼠雕像","","","-1296","-1553",""
"翠叶鼠雕像","翠叶鼠雕像","","","621","188",""
"翠叶鼠雕像","翠叶鼠雕像","","","-500","-714",""
"翠叶鼠雕像","翠叶鼠雕像","","","474","76",""
"翠叶鼠雕像","翠叶鼠雕像","","","-1085","-1391",""
"翠叶鼠雕像","翠叶鼠雕像","","","-991","-1183",""
"翠叶鼠雕像","翠叶鼠雕像","","","855","191",""
"翠叶鼠雕像","翠叶鼠雕像","","","-457","-217",""
"翠叶鼠雕像","翠叶鼠雕像","","","-208","460",""
"翠叶鼠雕像","翠叶鼠雕像","","","19","267",""
"翠叶鼠雕像","翠叶鼠雕像","","","222","647",""
"翠叶鼠雕像","翠叶鼠雕像","","","-569","-221",""
"翠叶鼠雕像","翠叶鼠雕像","","","-1098","-1121",""
"翠叶鼠雕像","翠叶鼠雕像","","","-1122","-1319",""
"翠叶鼠雕像","翠叶鼠雕像","","","-579","-711",""
"翠叶鼠雕像","翠叶鼠雕像","","","-405","444",""
"翠叶鼠雕像","翠叶鼠雕像","","","-68","193",""
"翠叶鼠雕像","翠叶鼠雕像","","","221","454",""
"翠叶鼠雕像","翠叶鼠雕像","","","-1187","-1265",""
"翠叶鼠雕像","翠叶鼠雕像","","","-1354","-1159",""
"翠叶鼠雕像","翠叶鼠雕像","","","-176","484",""
"翠叶鼠雕像","翠叶鼠雕像","","","-327","474",""
"翠叶鼠雕像","翠叶鼠雕像","","","-188","453",""
"翠叶鼠雕像","翠叶鼠雕像","","","-266","299",""
"翠叶鼠雕像","翠叶鼠雕像","","","-360","-492",""
"翠叶鼠雕像","翠叶鼠雕像","","","-826","-1122",""
"翠叶鼠雕像","翠叶鼠雕像","","","-714","-1022",""
"翠叶鼠雕像","翠叶鼠雕像","","","298","481",""
"翠叶鼠雕像","翠叶鼠雕像","","","-841","-1088",""
"翠叶鼠雕像","翠叶鼠雕像","","","-79","55",""
"翠叶鼠雕像","翠叶鼠雕像","","","-620","-1056",""
"翠叶鼠雕像","翠叶鼠雕像","","","-975","-975",""
"翠叶鼠雕像","翠叶鼠雕像","","","-96","341",""
"翠叶鼠雕像","翠叶鼠雕像","","","-794","-587",""
"翠叶鼠雕像","翠叶鼠雕像","","","459","712",""
"翠叶鼠雕像","翠叶鼠雕像","","","110","224",""
"翠叶鼠雕像","翠叶鼠雕像","","","-1690","-946",""
"翠叶鼠雕像","翠叶鼠雕像","","","908","-98",""
"翠叶鼠雕像","翠叶鼠雕像","","","-597","-1395",""
"翠叶鼠雕像","翠叶鼠雕像","","","-568","-1486",""
"翠叶鼠雕像","翠叶鼠雕像","","","-521","-1543",""
"翠叶鼠雕像","翠叶鼠雕像","","","-499","-1487",""
"翠叶鼠雕像","翠叶鼠雕像","","","-534","-1367",""
"翠叶鼠雕像","翠叶鼠雕像","","","-486","-1419",""
"翠叶鼠雕像","翠叶鼠雕像","","","-405","-1411",""
"翠叶鼠雕像","翠叶鼠雕像","","","-268","-1393",""
"翠叶鼠雕像","翠叶鼠雕像","","","-419","-1563",""
"翠叶鼠雕像","翠叶鼠雕像","","","-374","-1518",""
"翠叶鼠雕像","翠叶鼠雕像","","","-231","-1537",""
"翠叶鼠雕像","翠叶鼠雕像","","","-219","-1423",""
"翠叶鼠雕像","翠叶鼠雕像","","","-378","-1350",""
"翠叶鼠雕像","翠叶鼠雕像","","","-335","-1458",""
"翠叶鼠雕像","翠叶鼠雕像","","","-281","-1473",""
"翠叶鼠雕像","翠叶鼠雕像","","","-612","-17",""
"翠叶鼠雕像","翠叶鼠雕像","","","-668","286",""
"翠叶鼠雕像","翠叶鼠雕像","","","-624","264",""
"翠叶鼠雕像","翠叶鼠雕像","","","-406","202",""
"翠叶鼠雕像","翠叶鼠雕像","","","-664","184",""
"翠叶鼠雕像","翠叶鼠雕像","","","-570","152",""
"翠叶鼠雕像","翠叶鼠雕像","","","-660","169",""
"翠叶鼠雕像","翠叶鼠雕像","","","-681","190",""
"翠叶鼠雕像","翠叶鼠雕像","","","-538","213",""
"翠叶鼠雕像","翠叶鼠雕像","","","-614","236",""
"翠叶鼠雕像","翠叶鼠雕像","","","-541","322",""
"翠叶鼠雕像","翠叶鼠雕像","","","-481","205",""
"翠叶鼠雕像","翠叶鼠雕像","","","-561","265",""
"翠叶鼠雕像","翠叶鼠雕像","","","-724","145",""
"翠叶鼠雕像","翠叶鼠雕像","","","-725","201",""
"燎火鹿雕像","烈焰兔雕像","","","-66","12",""
"燎火鹿雕像","烈焰兔雕像","","","-21","42",""
"燎火鹿雕像","烈焰兔雕像","","","-52","30",""
"燎火鹿雕像","烈焰兔雕像","","","-91","66",""
"燎火鹿雕像","烈焰兔雕像","","","-122","104",""
"燎火鹿雕像","烈焰兔雕像","","","-99","123",""
"燎火鹿雕像","烈焰兔雕像","","","-69","113",""
"燎火鹿雕像","烈焰兔雕像","","","11","99",""
"燎火鹿雕像","烈焰兔雕像","","","26","206",""
"燎火鹿雕像","烈焰兔雕像","","","-89","184",""
"燎火鹿雕像","烈焰兔雕像","","","-76","290",""
"燎火鹿雕像","烈焰兔雕像","","","-102","325",""
"燎火鹿雕像","烈焰兔雕像","","","-140","320",""
"燎火鹿雕像","烈焰兔雕像","","","-267","230",""
"燎火鹿雕像","烈焰兔雕像","","","-370","297",""
"燎火鹿雕像","烈焰兔雕像","","","-423","481",""
"燎火鹿雕像","烈焰兔雕像","","","-392","520",""
"燎火鹿雕像","烈焰兔雕像","","","-324","606",""
"燎火鹿雕像","烈焰兔雕像","","","-249","543",""
"燎火鹿雕像","烈焰兔雕像","","","-244","612",""
"燎火鹿雕像","烈焰兔雕像","","","-205","555",""
"燎火鹿雕像","烈焰兔雕像","","","-130","571",""
"燎火鹿雕像","烈焰兔雕像","","","-176","459",""
"燎火鹿雕像","烈焰兔雕像","","","141","440",""
"燎火鹿雕像","烈焰兔雕像","","","91","366",""
"燎火鹿雕像","烈焰兔雕像","","","47","278",""
"燎火鹿雕像","烈焰兔雕像","","","-117","316",""
"燎火鹿雕像","烈焰兔雕像","","","-200","249",""
"燎火鹿雕像","烈焰兔雕像","","","-247","385",""
"燎火鹿雕像","烈焰兔雕像","","","-196","465",""
"八云犬雕像","八云犬雕像","","","-1124","-1388",""
"八云犬雕像","八云犬雕像","","","-281","-1459",""
"肚肚鳄雕像","吃货熊雕像","","","268","657",""
"肚肚鳄雕像","吃货熊雕像","","","277","605",""
"肚肚鳄雕像","吃货熊雕像","","","-903","122",""
"肚肚鳄雕像","吃货熊雕像","","","289","500",""
"肚肚鳄雕像","吃货熊雕像","","","274","449",""
"肚肚鳄雕像","吃货熊雕像","","","246","350",""
"肚肚鳄雕像","吃货熊雕像","","","-1289","-596",""
"肚肚鳄雕像","吃货熊雕像","","","197","234",""
"肚肚鳄雕像","吃货熊雕像","","","280","215",""
"肚肚鳄雕像","吃货熊雕像","","","418","140",""
"肚肚鳄雕像","吃货熊雕像","","","452","64",""
"肚肚鳄雕像","吃货熊雕像","","","559","65",""
"肚肚鳄雕像","吃货熊雕像","","","738","32",""
"肚肚鳄雕像","吃货熊雕像","","","660","243",""
"肚肚鳄雕像","吃货熊雕像","","","611","411",""
"肚肚鳄雕像","吃货熊雕像","","","546","529",""
"肚肚鳄雕像","吃货熊雕像","","","495","663",""
"肚肚鳄雕像","吃货熊雕像","","","315","742",""
"肚肚鳄雕像","吃货熊雕像","","","348","557",""
"肚肚鳄雕像","吃货熊雕像","","","503","278",""
"肚肚鳄雕像","吃货熊雕像","","","292","249",""
"肚肚鳄雕像","吃货熊雕像","","","428","461",""
"肚肚鳄雕像","吃货熊雕像","","","529","328",""
"肚肚鳄雕像","吃货熊雕像","","","465","137",""
"肚肚鳄雕像","吃货熊雕像","","","611","172",""
"肚肚鳄雕像","吃货熊雕像","","","440","513",""
"肚肚鳄雕像","吃货熊雕像","","","392","567",""
"肚肚鳄雕像","吃货熊雕像","","","626","135",""
"肚肚鳄雕像","吃货熊雕像","","","556","152",""
"肚肚鳄雕像","吃货熊雕像","","","454","-745",""
"佩克龙雕像","佩克龙雕像","","","-632","225",""
"佩克龙雕像","佩克龙雕像","","","-145","618",""
"佩克龙雕像","佩克龙雕像","","","503","359",""
"佩克龙雕像","佩克龙雕像","","","-556","-623",""
"达鼠泥雕像","达鼠泥雕像","","","-334","127",""
"达鼠泥雕像","达鼠泥雕像","","","-358","132",""
"达鼠泥雕像","达鼠泥雕像","","","-369","150",""
"达鼠泥雕像","达鼠泥雕像","","","-382","128",""
"达鼠泥雕像","达鼠泥雕像","","","-387","180",""
"达鼠泥雕像","达鼠泥雕像","","","-405","187",""
"达鼠泥雕像","达鼠泥雕像","","","-447","149",""
"达鼠泥雕像","达鼠泥雕像","","","-493","102",""
"达鼠泥雕像","达鼠泥雕像","","","-554","101",""
"达鼠泥雕像","达鼠泥雕像","","","-523","131",""
"达鼠泥雕像","达鼠泥雕像","","","-535","158",""
"达鼠泥雕像","达鼠泥雕像","","","-584","162",""
"达鼠泥雕像","达鼠泥雕像","","","-634","104",""
"达鼠泥雕像","达鼠泥雕像","","","-639","7",""
"达鼠泥雕像","达鼠泥雕像","","","-694","86",""
"达鼠泥雕像","达鼠泥雕像","","","-707","184",""
"达鼠泥雕像","达鼠泥雕像","","","-702","261",""
"达鼠泥雕像","达鼠泥雕像","","","-534","342",""
"达鼠泥雕像","达鼠泥雕像","","","-615","282",""
"达鼠泥雕像","达鼠泥雕像","","","-497","190",""
"达鼠泥雕像","达鼠泥雕像","","","-583","205",""
"达鼠泥雕像","达鼠泥雕像","","","-516","181",""
"达鼠泥雕像","达鼠泥雕像","","","-628","190",""
"达鼠泥雕像","达鼠泥雕像","","","-582","334",""
"达鼠泥雕像","达鼠泥雕像","","","-594","233",""
"达鼠泥雕像","达鼠泥雕像","","","-688","180",""
"达鼠泥雕像","达鼠泥雕像","","","-671","183",""
